"Date","Time","Segment","Symbol","Trade Type","Quantity","Trade Price (₹)","Trade Value  (₹)","Order id"
"01/02/2022","09:49 AM","NSE_CASH","MCX","Buy","1","1559.25","1559.25","1200000003876602"
"01/02/2022","09:49 AM","NSE_CASH","MCX","Buy","13","1559.25","20270.25","1200000003876602"
"01/02/2022","09:49 AM","NSE_CASH","MCX","Buy","1","1560","1560","1200000003876602"
"01/02/2022","09:24 AM","NSE_CASH","MCX","Sell","1","1555.7","1555.7","1200000000946620"
"01/02/2022","09:24 AM","NSE_CASH","MCX","Sell","1","1555.6","1555.6","1200000000946620"
"01/02/2022","09:24 AM","NSE_CASH","MCX","Sell","23","1555.55","35777.65","1200000000946620"
"01/02/2022","09:24 AM","NSE_CASH","MCX","Sell","1","1555.5","1555.5","1200000000946620"
"01/02/2022","09:48 AM","NSE_CASH","MCX","Buy","3","1559","4677","1200000003623277"
"01/02/2022","09:49 AM","NSE_CASH","MCX","Buy","1","1560.1","1560.1","1200000003876602"
"01/02/2022","09:49 AM","NSE_CASH","MCX","Buy","18","1560.1","28081.8","1200000003876602"
"01/02/2022","09:48 AM","NSE_CASH","MCX","Buy","18","1559","28062","1200000003623277"
"01/02/2022","09:51 AM","NSE_CASH","MCX","Sell","25","1551","38775","1200000003940976"
